game_id,title,developer,genre,year_released,platform,region
331,Resident Evil 3: Nemesis,Eidos Interactive,Action,1999,PS,JP
332,Spyro: Year of the Dragon,Sony Computer Entertainment,Platform,2000,PS,NA
333,FIFA Soccer 2005,Electronic Arts,Sports,2004,PS2,EU
334,PokÃ©mon Trading Card Game,Nintendo,Strategy,1998,GB,NA
335,Battlefield 4,Electronic Arts,Shooter,2013,PS3,EU
336,MySims,Electronic Arts,Simulation,2007,DS,EU
337,Friend Collection,Nintendo,Misc,2009,DS,JP
338,Tony Hawk's Pro Skater 4,Activision,Sports,2002,PS2,NA
339,Midnight Club 3: DUB Edition,Take-Two Interactive,Racing,2005,PSP,NA
340,Banjo-Kazooie,Nintendo,Platform,1998,N64,NA
341,SOCOM: U.S. Navy SEALs,Sony Computer Entertainment,Shooter,2002,PS2,NA
342,Guitar Hero: World Tour,Activision,Misc,2008,Wii,NA
343,Gran Turismo 6,Sony Computer Entertainment,Racing,2013,PS3,EU
344,Jak and Daxter: The Precursor Legacy,Sony Computer Entertainment,Platform,2001,PS2,NA
345,Pokemon Snap,Nintendo,Simulation,1999,N64,NA
346,FIFA Soccer 10,Electronic Arts,Sports,2009,PS3,EU
347,Pro Evolution Soccer 2008,Konami Digital Entertainment,Sports,2007,PS2,OTHER
348,Call of Duty: Ghosts,Activision,Shooter,2013,PS4,NA
349,Resident Evil 4,Capcom,Action,2005,PS2,NA
350,Tom Clancy's The Division,Ubisoft,Shooter,2016,PS4,EU
351,Star Wars: Battlefront,LucasArts,Shooter,2004,PS2,NA
352,Doom II: Hell on Earth,Virgin Interactive,Shooter,1994,PC,NA
353,The Simpsons: Road Rage,Electronic Arts,Racing,2001,PS2,NA
354,Cooking Mama 2: Dinner With Friends,505 Games,Simulation,2007,DS,NA
355,Luigi's Mansion,Nintendo,Action,2001,GC,NA
356,Star Wars: Battlefront II,LucasArts,Shooter,2005,PS2,NA
357,WWF SmackDown!,THQ,Fighting,2000,PS,NA
358,Croc: Legend of the Gobbos,Fox Interactive,Platform,1997,PS,EU
359,Grand Theft Auto: Liberty City Stories,Take-Two Interactive,Action,2006,PS2,NA
360,The Getaway,Sony Computer Entertainment,Action,2002,PS2,EU
361,Tomb Raider III: Adventures of Lara Croft,Eidos Interactive,Action,1997,PS,NA
362,James Bond 007: Agent Under Fire,Electronic Arts,Shooter,2001,PS2,NA
363,LEGO Star Wars: The Video Game,Eidos Interactive,Action,2005,PS2,NA
364,Battlefield 4,Electronic Arts,Shooter,2013,X360,NA
365,FIFA Soccer 11,Electronic Arts,Sports,2010,X360,EU
366,Rugrats in Paris: The Movie,THQ,Action,2000,PS,NA
367,Spyro 2: Ripto's Rage!,Sony Computer Entertainment,Platform,1999,PS,NA
368,Left 4 Dead,Electronic Arts,Shooter,2008,X360,NA
369,Mario & Sonic at the Olympic Winter Games,Sega,Sports,2009,DS,EU
370,Resident Evil 5,Capcom,Action,2009,X360,NA
371,Assassin's Creed: Brotherhood,Ubisoft,Action,2010,X360,NA
372,Kung Fu,Nintendo,Action,1985,NES,NA
373,Batman: Arkham Asylum,Eidos Interactive,Action,2009,X360,NA
374,Clubhouse Games,Nintendo,Misc,2006,DS,EU
375,Star Wars Battlefront (2015),Electronic Arts,Shooter,2015,XOne,NA
376,Battlefield: Bad Company 2,Electronic Arts,Shooter,2010,X360,NA
377,Guitar Hero: On Tour,Activision,Misc,2008,DS,NA
378,Assassin's Creed: Unity,Ubisoft,Action,2014,XOne,NA
379,Far Cry 3,Ubisoft,Shooter,2012,PS3,EU
380,Monster Hunter 4,Capcom,Role-Playing,2013,3DS,JP
381,Borderlands,Take-Two Interactive,Shooter,2009,X360,NA
382,Tekken 4,Namco Bandai Games,Fighting,2002,PS2,NA
383,Battlefield 4,Electronic Arts,Shooter,2013,PS4,EU
384,LittleBigPlanet 2,Sony Computer Entertainment,Platform,2011,PS3,NA
385,Grand Theft Auto 2,Take-Two Interactive,Action,1998,PS,EU
386,Final Fantasy III,SquareSoft,Role-Playing,1994,SNES,JP
387,Spider-Man 2,Activision,Action,2004,PS2,NA
388,F-1 Race,Nintendo,Racing,1990,GB,NA
389,FIFA Soccer 2003,Electronic Arts,Sports,2002,PS2,EU
390,Crash Bash,Sony Computer Entertainment,Misc,2000,PS,NA
391,LEGO Batman: The Videogame,Warner Bros. Interactive Entertainment,Action,2008,X360,NA
392,Metal Gear Solid V: The Phantom Pain,Konami Digital Entertainment,Action,2015,PS4,EU
393,The Legend of Zelda: Spirit Tracks,Nintendo,Action,2009,DS,NA
394,WWF War Zone,Acclaim Entertainment,Fighting,1998,PS,NA
395,The Legend of Zelda: Majora's Mask,Nintendo,Action,2000,N64,NA
396,Professor Layton and the Unwound Future,Nintendo,Puzzle,2008,DS,EU
397,Rugrats: Search For Reptar,THQ,Adventure,1998,PS,NA
398,Assassin's Creed IV: Black Flag,Ubisoft,Action,2013,X360,NA
399,English Training: Have Fun Improving Your Skills!,Nintendo,Misc,2006,DS,JP
400,James Bond 007: Nightfire,Electronic Arts,Shooter,2002,PS2,NA
401,Ratchet & Clank,Sony Computer Entertainment,Platform,2002,PS2,NA
402,Mario Party 9,Nintendo,Misc,2012,Wii,EU
403,Star Wars Episode III: Revenge of the Sith,LucasArts,Action,2005,PS2,NA
404,Max Payne,Take-Two Interactive,Shooter,2001,PS2,NA
405,The Lord of the Rings: The Return of the King,Electronic Arts,Action,2003,PS2,NA
406,Assassin's Creed Syndicate,Ubisoft,Action,2015,PS4,EU
407,Destiny,Activision,Shooter,2014,XOne,NA
408,True Crime: Streets of LA,Activision,Action,2003,PS2,NA
409,Wii Music,Nintendo,Misc,2008,Wii,NA
410,Gran Turismo (PSP),Sony Computer Entertainment,Racing,2009,PSP,EU
411,Monster Hunter X,Capcom,Action,2015,3DS,JP
412,Tekken,Sony Computer Entertainment,Fighting,1995,PS,EU
413,FIFA 16,Electronic Arts,Sports,2015,XOne,EU
414,L.A. Noire,Take-Two Interactive,Adventure,2011,PS3,EU
415,Madden NFL 16,Electronic Arts,Sports,2015,PS4,NA
416,Yokai Watch 2 Ganso/Honke,Nintendo,Role-Playing,2014,3DS,JP
417,007: Tomorrow Never Dies,Electronic Arts,Shooter,1999,PS,NA
418,Baseball,Nintendo,Sports,1983,NES,JP
419,Killer Instinct,Nintendo,Fighting,1995,SNES,NA
420,WWF SmackDown! 2: Know Your Role,THQ,Fighting,2000,PS,NA
421,Crisis Core: Final Fantasy VII,Square Enix,Role-Playing,2007,PSP,NA
422,God of War: Chains of Olympus,Sony Computer Entertainment,Action,2008,PSP,NA
423,Dragon Quest VI: Maboroshi no Daichi,Enix Corporation,Role-Playing,1995,SNES,JP
424,Dance Central,MTV Games,Misc,2010,X360,NA
425,Enter the Matrix,Atari,Action,2003,PS2,NA
426,Super Mario Maker,Nintendo,Platform,2015,WiiU,NA
427,Fallout: New Vegas,Bethesda Softworks,Role-Playing,2010,PS3,NA
428,Rhythm Heaven,Nintendo,Misc,2008,DS,JP
429,Ace Combat 04: Shattered Skies,Sony Computer Entertainment Europe,Simulation,2001,PS2,NA
430,Club Penguin: Elite Penguin Force,Disney Interactive Studios,Adventure,2008,DS,NA
431,Animal Crossing,Nintendo,Simulation,2001,GC,NA
432,LEGO Batman: The Videogame,Warner Bros. Interactive Entertainment,Action,2008,DS,NA
433,Sonic Rush,Sega,Platform,2005,DS,EU
434,Resident Evil 6,Capcom,Shooter,2012,PS3,EU
435,Halo: The Master Chief Collection,Microsoft Game Studios,Shooter,2014,XOne,NA
436,FIFA Soccer 08,Electronic Arts,Sports,2007,PS2,OTHER
437,Spider-Man,Activision,Action,2000,PS,NA
438,Need for Speed III: Hot Pursuit,Electronic Arts,Racing,1998,PS,NA
439,Star Wars Episode I Racer,Nintendo,Racing,1999,N64,NA
440,Personal Trainer: Cooking,Nintendo,Misc,2006,DS,JP
441,The Elder Scrolls IV: Oblivion,Ubisoft,Role-Playing,2007,PS3,NA
442,Dragon Warrior IV,Enix Corporation,Role-Playing,1990,NES,JP
443,Heavy Rain,Sony Computer Entertainment,Adventure,2010,PS3,NA
444,Mass Effect 2,Electronic Arts,Role-Playing,2010,X360,NA
445,FIFA 15,Electronic Arts,Sports,2014,X360,EU
446,Dragon Ball Z: Budokai,Atari,Fighting,2002,PS2,NA
447,Madden NFL 2002,Electronic Arts,Sports,2001,PS2,NA
448,World Class Track Meet,Namco Bandai Games,Sports,1986,NES,NA
449,Borderlands 2,Take-Two Interactive,Shooter,2012,X360,NA
450,The Legend of Zelda: A Link Between Worlds,Nintendo,Action,2013,3DS,NA
451,Donkey Kong,Nintendo,Platform,1994,GB,NA
452,The Sims: Vacation,Electronic Arts,Simulation,2002,PC,NA
453,Mass Effect 3,Electronic Arts,Role-Playing,2012,X360,NA
454,Kung Fu Panda,Activision,Action,2008,X360,NA
455,Far Cry 3,Ubisoft,Shooter,2012,X360,NA
456,Epic Mickey,Disney Interactive Studios,Platform,2010,Wii,NA
457,Saints Row 2,THQ,Action,2008,X360,NA
458,Rayman,Ubisoft,Platform,1995,PS,NA
459,Killzone 2,Sony Computer Entertainment,Shooter,2009,PS3,NA
460,Tom Clancy's Splinter Cell,Ubisoft,Action,2002,XB,NA
461,Mike Tyson's Punch-Out!!,Nintendo,Fighting,1987,NES,NA
462,WWE SmackDown! Shut Your Mouth,THQ,Sports,2002,PS2,NA
463,Gears of War: Ultimate Edition,Microsoft Game Studios,Shooter,2015,XOne,NA
464,NBA 2K13,Take-Two Interactive,Sports,2012,X360,NA
465,Dragon Ball Z: Budokai Tenkaichi 3,Atari,Fighting,2007,PS2,NA
466,Middle-Earth: Shadow of Mordor,Warner Bros. Interactive Entertainment,Action,2014,PS4,EU
467,Star Fox,Nintendo,Shooter,1993,SNES,NA
468,The Sims: Livin Large,Electronic Arts,Misc,2000,PC,NA
469,World Soccer Winning Eleven 6 International,Konami Digital Entertainment,Sports,2002,PS2,EU
470,Devil May Cry,Capcom,Action,2001,PS2,NA
471,Animal Crossing: Happy Home Designer,Nintendo,Simulation,2015,3DS,JP
472,Battlefield: Bad Company 2,Electronic Arts,Shooter,2010,PS3,NA
473,The Sims 4,Electronic Arts,Simulation,2014,PC,EU
474,Star Wars: The Old Republic,Electronic Arts,Role-Playing,2011,PC,NA
475,Sonic Heroes,Sega,Platform,2003,PS2,EU
476,Kirby Super Star Ultra,Nintendo,Platform,2008,DS,NA
477,Hitman 2: Silent Assassin,Eidos Interactive,Action,2002,PS2,NA
478,Street Fighter IV,Capcom,Fighting,2009,X360,NA
479,Wave Race 64,Nintendo,Racing,1996,N64,NA
480,SOCOM II: U.S. Navy SEALs,Sony Computer Entertainment,Shooter,2003,PS2,NA
481,WWE SmackDown! vs. RAW 2006,THQ,Fighting,2005,PS2,NA
482,inFAMOUS,Sony Computer Entertainment,Action,2009,PS3,NA
483,Pac-Man Collection,Atari,Puzzle,2001,GBA,NA
484,Mass Effect,Microsoft Game Studios,Role-Playing,2007,X360,NA
485,WarioWare: Smooth Moves,Nintendo,Puzzle,2006,Wii,EU
486,Cooking Mama: Cook Off,505 Games,Simulation,2007,Wii,NA
487,Super Mario World 2: Yoshi's Island,Nintendo,Platform,2002,GBA,NA
488,FIFA 14,Electronic Arts,Sports,2013,PS4,EU
489,Titanfall,Electronic Arts,Shooter,2014,XOne,NA
490,Sonic Mega Collection Plus,Sega,Misc,2004,PS2,NA
491,Sega Superstars Tennis,Sega,Sports,2008,X360,NA
492,World Soccer Winning Eleven 7 International,Konami Digital Entertainment,Sports,2003,PS2,EU
493,Need for Speed: Most Wanted,Electronic Arts,Racing,2012,PS3,EU
494,Hot Shots Golf 3,Sony Computer Entertainment,Sports,2001,PS2,JP
495,Call of Duty: Finest Hour,Activision,Shooter,2004,PS2,NA
496,Zumba Fitness 2,Majesco Entertainment,Sports,2011,Wii,NA
497,Syphon Filter,Sony Computer Entertainment,Shooter,1999,PS,NA
498,Imagine: Babyz,Ubisoft,Simulation,2007,DS,NA
499,Colin McRae Rally,Codemasters,Racing,1998,PS,EU
500,Call of Duty: Ghosts,Activision,Shooter,2013,XOne,NA
501,Madden NFL 13,Electronic Arts,Sports,2012,X360,NA
502,The Elder Scrolls III: Morrowind,Ubisoft,Role-Playing,2002,XB,NA
503,Mortal Kombat,Warner Bros. Interactive Entertainment,Fighting,2011,PS3,NA
504,F-Zero,Nintendo,Racing,1990,SNES,NA
505,Yoshi's Story,Nintendo,Platform,1997,N64,NA
506,Command & Conquer: Red Alert,Virgin Interactive,Strategy,1996,PC,NA
507,Skylanders: Spyro's Adventure,Activision,Action,2011,Wii,NA
508,FIFA 16,Electronic Arts,Sports,2015,PS3,EU
509,Assassin's Creed: Brotherhood,Ubisoft,Action,2010,PS3,NA
510,BioShock,Take-Two Interactive,Shooter,2007,X360,NA
511,Madden NFL 10,Electronic Arts,Sports,2009,X360,NA
512,Medal of Honor,Electronic Arts,Shooter,2010,PS3,NA
513,WWE SmackDown! vs. Raw,THQ,Fighting,2002,PS2,NA
514,Metroid Prime,Nintendo,Shooter,2002,GC,NA
515,Finding Nemo,THQ,Action,2003,GBA,NA
516,Myst,Red Orb,Adventure,1994,PC,EU
517,Need for Speed: Hot Pursuit,Electronic Arts,Racing,2010,PS3,EU
518,Imagine: Fashion Designer,Ubisoft,Simulation,2007,DS,NA
519,WWE SmackDown! Here Comes the Pain,THQ,Fighting,2003,PS2,NA
520,Star Wars: The Force Unleashed,LucasArts,Action,2008,X360,NA
521,Yoshi's Island DS,Nintendo,Platform,2006,DS,NA
522,Hot Shots Golf,Sony Computer Entertainment,Sports,1997,PS,JP
523,Killzone 3,Sony Computer Entertainment,Shooter,2011,PS3,NA
524,A Bug's Life,Sony Computer Entertainment,Platform,1998,PS,NA
525,WWF SmackDown! Just Bring It,THQ,Fighting,2001,PS2,NA
526,Dragon Quest V: Tenkuu no Hanayome,Enix Corporation,Role-Playing,1992,SNES,JP
527,Mortal Kombat Trilogy,GT Interactive,Fighting,1996,PS,NA
528,Battlefield 3,Electronic Arts,Shooter,2011,PC,EU
529,NBA Street,Electronic Arts,Sports,2001,PS2,NA
530,Professor Layton and the Last Specter,Nintendo,Puzzle,2009,DS,EU
531,Monster Hunter Tri,Nintendo,Role-Playing,2011,3DS,JP
532,Jak II,Sony Computer Entertainment,Platform,2003,PS2,NA
533,inFAMOUS: Second Son,Sony Computer Entertainment,Action,2014,PS4,NA
534,Ratchet & Clank: Going Commando,Sony Computer Entertainment,Platform,2003,PS2,NA
535,Tekken 6,Namco Bandai Games,Fighting,2009,PS3,NA
536,The Sims,Electronic Arts,Simulation,2003,PS2,NA
537,Sonic and the Secret Rings,Sega,Platform,2007,Wii,NA
538,Saints Row: The Third,THQ,Action,2011,X360,NA
539,Missile Command,Atari,Shooter,1980,2600,NA
540,Mario Paint,Nintendo,Misc,1992,SNES,NA
541,Assassin's Creed IV: Black Flag,Ubisoft,Action,2013,PS4,EU
542,PokÃ©mon Stadium 2,Nintendo,Strategy,2000,N64,JP
543,Metroid,Nintendo,Action,1986,NES,NA
544,L.A. Noire,Take-Two Interactive,Adventure,2011,X360,NA
545,Call of Duty 3,Activision,Shooter,2006,X360,NA
546,The Legend of Zelda: A Link to the Past,Nintendo,Action,2002,GBA,NA
547,Onimusha: Warlords,Virgin Interactive,Action,2001,PS2,JP
548,Mortal Kombat X,Warner Bros. Interactive Entertainment,Fighting,2015,PS4,NA
549,Mario Party,Nintendo,Misc,1998,N64,NA
550,Madden NFL 12,Electronic Arts,Sports,2011,X360,NA
551,LEGO Star Wars II: The Original Trilogy,LucasArts,Action,2006,PS2,NA
552,Madden NFL 11,Electronic Arts,Sports,2010,X360,NA
553,Mario vs. Donkey Kong: Mini-Land Mayhem!,Nintendo,Puzzle,2010,DS,NA
554,Skate 3,Electronic Arts,Sports,2010,X360,NA
555,Burnout 3: Takedown,Electronic Arts,Racing,2004,PS2,NA
556,Yokai Watch 2 Shinuchi,Level 5,Role-Playing,2014,3DS,JP
557,Need for Speed: Shift,Electronic Arts,Racing,2009,PS3,EU
558,Final Fantasy XIII-2,Square Enix,Role-Playing,2011,PS3,JP
559,Mortal Kombat,Arena Entertainment,Fighting,1992,GEN,NA
560,Call Of Duty 2: Big Red One,Activision,Shooter,2005,PS2,NA
561,Guitar Hero: World Tour,Activision,Misc,2008,X360,NA
562,Medal of Honor,Electronic Arts,Shooter,1998,PS,NA
563,Fable,Microsoft Game Studios,Role-Playing,2004,XB,NA
564,Hannah Montana,Disney Interactive Studios,Action,2006,DS,NA
565,Tom Clancy's Splinter Cell,Ubisoft,Action,2003,PS2,NA
566,Skylanders Giants,Activision,Action,2012,Wii,NA
567,Medal of Honor Heroes,Electronic Arts,Shooter,2006,PSP,EU
568,Super Mario Bros.: The Lost Levels,Nintendo,Platform,1986,NES,JP
569,Star Wars: Shadows of the Empire,Nintendo,Action,1996,N64,NA
570,LEGO Star Wars: The Complete Saga,LucasArts,Action,2007,X360,NA
571,Midnight Club: Street Racing,Take-Two Interactive,Racing,2000,PS2,NA
572,Pac-Man: Adventures in Time,Sony Computer Entertainment,Fighting,2006,PSP,EU
573,Halo Wars,Microsoft Game Studios,Strategy,2009,X360,NA
574,God of War Collection,Sony Computer Entertainment,Action,2009,PS3,NA
575,ESPN NFL 2K5,Sega,Sports,2004,PS2,NA
576,Mario Strikers Charged,Nintendo,Sports,2007,Wii,NA
577,Medal of Honor,Electronic Arts,Shooter,2010,X360,NA
578,FIFA Soccer 10,Electronic Arts,Sports,2009,X360,EU
579,NBA 2K12,Take-Two Interactive,Sports,2011,X360,NA
580,Style Savvy,Nintendo,Simulation,2008,DS,JP
581,Harry Potter and the Chamber of Secrets,Electronic Arts,Action,2002,PS2,EU
582,Super Mario All-Stars: Limited Edition,Nintendo,Platform,2010,Wii,NA
583,Streets of Rage,Sega,Action,1990,GEN,NA
584,FIFA Soccer 09,Electronic Arts,Sports,2008,PS3,EU
585,Ratchet & Clank Future: Tools of Destruction,Sony Computer Entertainment,Platform,2007,PS3,EU
586,NBA Live 2005,Electronic Arts,Sports,2004,PS2,NA
587,LittleBigPlanet,Sony Computer Entertainment,Platform,2009,PSP,EU
588,Killzone: Shadow Fall,Sony Computer Entertainment,Shooter,2013,PS4,EU
589,Ghostbusters: The Video Game (DS Version),Take-Two Interactive,Action,2009,X360,EU
590,Monster Hunter Freedom 2,Capcom,Role-Playing,2007,PSP,JP
591,WWE SmackDown vs. RAW 2007,THQ,Fighting,2006,PS2,NA
592,Ratchet & Clank: Up Your Arsenal,Sony Computer Entertainment,Platform,2004,PS2,NA
593,Art Academy,Nintendo,Misc,2010,DS,EU
594,Dragon Age: Origins,Electronic Arts,Role-Playing,2009,X360,NA
595,Madden NFL 08,Electronic Arts,Sports,2007,PS2,NA
596,Sonic Adventure 2 Battle,Sega,Platform,2001,GC,NA
597,Dragon Warrior II,Enix Corporation,Role-Playing,1987,NES,JP
598,Madden NFL 13,Electronic Arts,Sports,2012,PS3,NA
599,PokÃ©mon Colosseum,Nintendo,Role-Playing,2003,GC,NA
600,Deca Sports,Konami Digital Entertainment,Sports,2008,Wii,NA
601,Madden NFL 09,Electronic Arts,Sports,2008,X360,NA
602,Crazy Taxi,Acclaim Entertainment,Racing,2001,PS2,NA
603,Perfect Dark,Nintendo,Action,2000,N64,NA
604,Game Party,Midway Games,Misc,2007,Wii,NA
605,Dragon Warrior,Capcom,Role-Playing,1986,NES,OTHER
606,Tomb Raider (2013),Square Enix,Action,2013,PS3,EU
607,Marvel: Ultimate Alliance,Activision,Role-Playing,2006,X360,NA
608,PES 2009: Pro Evolution Soccer,Konami Digital Entertainment,Sports,2008,PS2,OTHER
609,Mario Party 2,Nintendo,Misc,1999,N64,NA
610,Saints Row: The Third,THQ,Action,2011,PS3,EU
611,LEGO Harry Potter: Years 1-4,Warner Bros. Interactive Entertainment,Action,2010,Wii,NA
612,Mortal Kombat: Deadly Alliance,Midway Games,Fighting,2002,PS2,NA
613,Resistance 2,Sony Computer Entertainment,Shooter,2008,PS3,NA
614,Pure,Disney Interactive Studios,Racing,2008,X360,NA
615,Tomb Raider: The Last Revelation,Eidos Interactive,Action,1998,PS,NA
616,NBA 2K13,Take-Two Interactive,Sports,2012,PS3,NA
617,NBA 2K14,Take-Two Interactive,Sports,2013,X360,NA
618,Mario Party 4,Nintendo,Misc,2002,GC,NA
619,uDraw Studio,THQ,Misc,2010,Wii,NA
620,Midnight Club: Los Angeles,Take-Two Interactive,Racing,2008,PS3,NA
621,Final Fantasy V,SquareSoft,Role-Playing,1992,SNES,JP
622,Final Fantasy Tactics,SquareSoft,Role-Playing,1997,PS,JP
623,Twisted Metal 2,Sony Computer Entertainment,Racing,1996,PS,NA
624,Halo: Combat Evolved Anniversary,Microsoft Game Studios,Shooter,2011,X360,NA
625,Need for Speed Carbon: Own the City,Electronic Arts,Racing,2006,PSP,EU
626,The Sims: Bustin' Out,Electronic Arts,Simulation,2003,PS2,EU
627,Riven: The Sequel to Myst,Red Orb,Adventure,1997,PC,NA
628,Tom Clancy's Rainbow Six: Vegas 2,Ubisoft,Shooter,2008,X360,NA
629,Sonic Adventure,Sega,Platform,1998,DC,NA
630,Ice Hockey,Nintendo,Sports,1988,NES,NA
631,pro evolution soccer 2011,Konami Digital Entertainment,Sports,2010,PS3,EU
632,Dragon Ball Z: Budokai 2,Atari,Fighting,2003,PS2,NA
633,ATV Offroad Fury,Sony Computer Entertainment,Racing,2001,PS2,NA
634,Dino Crisis,Capcom,Action,1998,PS,NA
635,Minecraft,Microsoft Game Studios,Misc,2014,XOne,NA
636,Need for Speed: ProStreet,Electronic Arts,Racing,2007,PS2,OTHER
637,Madden NFL 16,Electronic Arts,Sports,2015,XOne,NA
638,Tetris Plus,JVC,Puzzle,1996,PS,NA
639,Pro Wrestling,Nintendo,Fighting,1987,NES,JP
640,Theme Hospital,Electronic Arts,Strategy,1997,PC,NA
641,Need for Speed (2015),Electronic Arts,Racing,2015,PS4,EU
642,Zumba Fitness,505 Games,Sports,2010,X360,NA
643,Monopoly,Hasbro Interactive,Misc,1994,PC,NA
644,Batman: Arkham Origins,Warner Bros. Interactive Entertainment,Action,2013,PS3,NA
645,Dead Island,Deep Silver,Action,2011,X360,NA
646,Guitar Hero,RedOctane,Misc,2005,PS2,NA
647,LEGO Star Wars: The Complete Saga,LucasArts,Action,2007,PS3,NA
648,Kinect: Disneyland Adventures,Microsoft Game Studios,Misc,2011,X360,NA
649,WCW/nWo Revenge,THQ,Fighting,1998,N64,NA
650,Bloodborne,Sony Computer Entertainment,Action,2015,PS4,NA
651,NBA 2K15,Take-Two Interactive,Sports,2014,PS4,NA
652,Madden NFL 11,Electronic Arts,Sports,2010,PS3,NA
653,Yu-Gi-Oh! The Duelists of the Roses,Konami Digital Entertainment,Misc,2001,PS2,NA
654,Madden NFL 08,Electronic Arts,Sports,2007,X360,NA
655,Half-Life 2,Vivendi Games,Shooter,2004,PC,NA
656,The Incredibles,THQ,Action,2004,PS2,EU
657,Tony Hawk's Underground 2,Activision,Sports,2004,PS2,NA
658,Madden NFL 10,Electronic Arts,Sports,2009,PS3,NA
659,Kinect Sports: Season Two,Microsoft Game Studios,Sports,2011,X360,NA
660,Kirby's Dream Land 2,Nintendo,Platform,1995,GB,JP
661,LEGO Harry Potter: Years 1-4,Warner Bros. Interactive Entertainment,Action,2010,DS,NA
662,Donkey Kong Land II,Nintendo,Platform,1996,GB,NA
663,Dragon Warrior Monsters,Eidos Interactive,Role-Playing,1998,GB,JP
664,Midnight Club: Los Angeles,Take-Two Interactive,Racing,2008,X360,NA
